pdb_id,model,plddt,delta_to_best
2pg4,1,87.12239130434784,-2.7547826086956206
2pg4,1,81.74423913043478,-8.132934782608686
2pg4,3,89.03260869565216,-0.8445652173913061
2pg4,4,86.7358695652174,-3.1413043478260647
2pg4,1,87.4836956521739,-2.393478260869557
2pg4,4,87.20913043478261,-2.6680434782608557
2pg4,2,84.86326086956521,-5.013913043478254
2pg4,5,51.06532608695652,-38.81184782608695
2pg4,3,89.87717391304346,0.0
2pg4,1,87.67739130434784,-2.199782608695628
2pg4,2,87.61108695652173,-2.2660869565217325
2pg4,1,86.97749999999999,-2.899673913043472
2pg4,4,61.63271739130435,-28.244456521739117
2pg4,1,85.5866304347826,-4.290543478260858
2pg4,5,87.93641304347825,-1.94076086956521
2pg4,3,88.6995652173913,-1.177608695652168
2pg4,3,82.87771739130434,-6.99945652173912
2pg4,4,81.41097826086956,-8.466195652173909
2pg4,4,86.09304347826087,-3.784130434782597
2pg4,4,88.65728260869565,-1.2198913043478115
2pg4,4,88.01173913043478,-1.8654347826086877
2pg4,5,88.31391304347825,-1.5632608695652124
2pg4,3,78.32054347826087,-11.55663043478259
2pg4,5,58.92771739130434,-30.949456521739123
2pg4,1,56.4466304347826,-33.430543478260866
1k4t,1,92.58041666666666,-4.991388888888878
1k4t,2,95.05722222222222,-2.51458333333332
1k4t,2,95.4225,-2.149305555555543
1k4t,3,94.6625,-2.909305555555548
1k4t,5,96.96222222222222,-0.6095833333333189
1k4t,4,92.37458333333332,-5.197222222222223
1k4t,5,94.95972222222224,-2.6120833333333024
1k4t,2,94.78166666666668,-2.790138888888862
1k4t,1,95.56041666666668,-2.0113888888888596
1k4t,5,95.99125,-1.5805555555555486
1k4t,2,89.26666666666667,-8.305138888888877
1k4t,5,97.57180555555554,0.0
1k4t,3,97.53097222222225,-0.040833333333296196
1k4t,5,88.87555555555555,-8.696249999999992
1k4t,1,93.365,-4.2068055555555475
1k4t,2,94.78347222222222,-2.788333333333327
1k4t,2,96.82416666666668,-0.7476388888888579
1k4t,3,95.15597222222222,-2.4158333333333246
1k4t,5,97.40958333333332,-0.16222222222222626
1k4t,3,83.83597222222221,-13.735833333333332
1k4t,4,92.64416666666666,-4.927638888888879
1k4t,4,92.92597222222224,-4.6458333333333
1k4t,2,94.78,-2.791805555555541
1k4t,4,85.9211111111111,-11.65069444444444
1k4t,3,94.65152777777776,-2.920277777777784
1k4t,4,92.97430555555556,-4.597499999999982
1k4t,4,96.99972222222222,-0.5720833333333246
1k4t,2,95.6548611111111,-1.9169444444444395
1k4t,2,89.655,-7.916805555555541
1k4t,1,88.24527777777777,-9.32652777777777
1k4t,3,97.5202777777778,-0.05152777777773565
1k4t,4,97.29902777777777,-0.272777777777776
1k4t,1,93.42194444444443,-4.1498611111111074
1k4t,1,92.96638888888889,-4.605416666666656
1k4t,1,92.43805555555556,-5.133749999999978
1k4t,1,96.86611111111112,-0.7056944444444184
1k4t,4,93.82013888888888,-3.751666666666665
1k4t,4,96.98222222222222,-0.5895833333333229
1k4t,5,95.3875,-2.1843055555555395
1k4t,1,96.96111111111112,-0.6106944444444196
1k4t,5,95.40319444444444,-2.1686111111111046
1k4t,3,95.00416666666666,-2.5676388888888795
1k4t,3,95.67291666666668,-1.8988888888888624
1k4t,5,96.3573611111111,-1.2144444444444389
1k4t,3,89.79027777777777,-7.781527777777768
1k1g,5,64.50475409836065,-11.709836065573782
1k1g,5,75.00188524590163,-1.2127049180327987
1k1g,5,67.56147540983606,-8.653114754098368
1k1g,1,65.64508196721312,-10.569508196721316
1k1g,3,64.40098360655738,-11.813606557377057
1k1g,2,62.24221311475411,-13.972377049180324
1k1g,4,52.85065573770492,-23.363934426229513
1k1g,5,41.045,-35.16959016393443
1k1g,4,67.56573770491804,-8.648852459016396
1k1g,2,60.02655737704919,-16.188032786885245
1k1g,4,70.47467213114754,-5.739918032786889
1k1g,2,49.940327868852464,-26.274262295081968
1k1g,2,63.90229508196722,-12.312295081967214
1k1g,4,62.01631147540983,-14.198278688524603
1k1g,2,64.96663934426229,-11.247950819672141
1k1g,3,64.0527049180328,-12.16188524590163
1k1g,2,50.71860655737705,-25.49598360655738
1k1g,1,64.9777868852459,-11.236803278688527
1k1g,1,61.09254098360656,-15.12204918032787
1k1g,5,57.36516393442622,-18.84942622950821
1k1g,3,57.68696721311476,-18.52762295081967
1k1g,4,34.83262295081967,-41.38196721311476
1k1g,4,58.473852459016406,-17.740737704918025
1k1g,2,67.51729508196722,-8.697295081967212
1k1g,1,64.77622950819672,-11.43836065573771
1k1g,3,58.54819672131149,-17.66639344262294
1k1g,3,76.21459016393443,0.0
1k1g,1,68.70344262295083,-7.5111475409836
1k1g,3,64.42147540983606,-11.793114754098369
1k1g,1,36.71147540983608,-39.50311475409835
1k1g,2,70.54155737704917,-5.673032786885258
1k1g,1,67.65655737704918,-8.55803278688525
1k1g,5,63.122213114754096,-13.092377049180335
1k1g,4,73.73499999999999,-2.4795901639344464
1k1g,1,67.97336065573771,-8.241229508196724
1k1g,2,65.02393442622952,-11.190655737704915
1k1g,4,63.690983606557374,-12.523606557377057
1k1g,5,64.62098360655737,-11.593606557377058
1k1g,1,49.52639344262296,-26.68819672131147
1k1g,5,33.69926229508197,-42.51532786885246
1k1g,3,58.848606557377046,-17.365983606557386
1k1g,3,64.3816393442623,-11.832950819672135
1k1g,4,73.32081967213114,-2.893770491803295
1k1g,3,63.17098360655737,-13.04360655737706
1k1g,5,68.59581967213114,-7.618770491803289
2dc5,5,39.84154761904762,-43.66845238095239
2dc5,3,59.73392857142856,-23.77607142857145
2dc5,3,53.77023809523809,-29.739761904761913
2dc5,1,46.23773809523809,-37.27226190476191
